Using GPU : 2 from 4 devices
[21: 300/307] train loss: 0.588507 accuracy: 0.781250
[22: 100/307] train loss: 0.952052 accuracy: 0.718750
[22: 200/307] train loss: 0.589904 accuracy: 0.781250
[22: 300/307] train loss: 0.430987 accuracy: 0.875000
[23: 100/307] train loss: 0.614729 accuracy: 0.906250
[23: 200/307] train loss: 0.629987 accuracy: 0.843750
[23: 300/307] train loss: 0.615122 accuracy: 0.781250
[24: 100/307] train loss: 0.927137 accuracy: 0.781250
[24: 200/307] train loss: 0.535661 accuracy: 0.812500
[24: 300/307] train loss: 0.345945 accuracy: 0.968750
[25: 100/307] train loss: 0.462662 accuracy: 0.906250
[25: 200/307] train loss: 1.132037 accuracy: 0.687500
[25: 300/307] train loss: 1.104326 accuracy: 0.656250
[26: 100/307] train loss: 0.567928 accuracy: 0.843750
[26: 200/307] train loss: 0.620914 accuracy: 0.750000
[26: 300/307] train loss: 0.744286 accuracy: 0.812500
[27: 100/307] train loss: 0.684960 accuracy: 0.781250
[27: 200/307] train loss: 0.997620 accuracy: 0.750000
[27: 300/307] train loss: 1.023513 accuracy: 0.750000
[27: ] [94mtest[0m loss: 2.106655 accuracy: 0.717585
[28: 100/307] train loss: 0.594968 accuracy: 0.781250
[28: 200/307] train loss: 0.779280 accuracy: 0.843750
[28: 300/307] train loss: 0.646255 accuracy: 0.781250
[29: 100/307] train loss: 0.707815 accuracy: 0.718750
[29: 200/307] train loss: 1.818071 accuracy: 0.562500
[29: 300/307] train loss: 0.451635 accuracy: 0.843750
[30: 100/307] train loss: 0.731404 accuracy: 0.781250
[30: 200/307] train loss: 0.627145 accuracy: 0.812500
[30: 300/307] train loss: 1.276941 accuracy: 0.625000
[31: 100/307] train loss: 0.570997 accuracy: 0.843750
[31: 200/307] train loss: 0.535688 accuracy: 0.875000
[31: 300/307] train loss: 1.034630 accuracy: 0.656250
[32: 100/307] train loss: 0.594577 accuracy: 0.781250
[32: 200/307] train loss: 0.469462 accuracy: 0.843750
[32: 300/307] train loss: 0.728599 accuracy: 0.750000
[33: 100/307] train loss: 0.875041 accuracy: 0.718750
[33: 200/307] train loss: 0.560643 accuracy: 0.781250
[33: 300/307] train loss: 0.379816 accuracy: 0.937500
[34: 100/307] train loss: 0.626303 accuracy: 0.750000
[34: 200/307] train loss: 0.593549 accuracy: 0.750000
[34: 300/307] train loss: 0.822784 accuracy: 0.781250
[35: 100/307] train loss: 0.698086 accuracy: 0.750000
[35: 200/307] train loss: 0.707394 accuracy: 0.687500
[35: 300/307] train loss: 0.492453 accuracy: 0.812500
[36: 100/307] train loss: 0.458744 accuracy: 0.875000
[36: 200/307] train loss: 0.595701 accuracy: 0.781250
[36: 300/307] train loss: 0.982169 accuracy: 0.718750
[36: ] [94mtest[0m loss: 0.865420 accuracy: 0.745138
[37: 100/307] train loss: 0.567431 accuracy: 0.843750
[37: 200/307] train loss: 0.722930 accuracy: 0.718750
[37: 300/307] train loss: 0.457141 accuracy: 0.843750
[38: 100/307] train loss: 0.374573 accuracy: 0.906250
[38: 200/307] train loss: 0.534508 accuracy: 0.812500
[38: 300/307] train loss: 0.543135 accuracy: 0.843750
[39: 100/307] train loss: 0.677884 accuracy: 0.781250
[39: 200/307] train loss: 0.516222 accuracy: 0.906250
[39: 300/307] train loss: 0.459407 accuracy: 0.812500
[40: 100/307] train loss: 0.380224 accuracy: 0.843750
[40: 200/307] train loss: 0.290472 accuracy: 0.906250
[40: 300/307] train loss: 0.459816 accuracy: 0.812500
[41: 100/307] train loss: 0.240774 accuracy: 0.968750
[41: 200/307] train loss: 0.650622 accuracy: 0.843750
[41: 300/307] train loss: 0.237071 accuracy: 0.906250
[42: 100/307] train loss: 0.424592 accuracy: 0.937500
[42: 200/307] train loss: 0.799640 accuracy: 0.718750
[42: 300/307] train loss: 0.441016 accuracy: 0.875000
[43: 100/307] train loss: 0.625057 accuracy: 0.750000
[43: 200/307] train loss: 0.583170 accuracy: 0.750000
[43: 300/307] train loss: 0.427863 accuracy: 0.875000
[44: 100/307] train loss: 0.609835 accuracy: 0.781250
[44: 200/307] train loss: 0.232929 accuracy: 0.875000
[44: 300/307] train loss: 0.271124 accuracy: 0.968750
[45: 100/307] train loss: 0.708449 accuracy: 0.750000
[45: 200/307] train loss: 0.524497 accuracy: 0.843750
[45: 300/307] train loss: 0.330945 accuracy: 0.937500
[45: ] [94mtest[0m loss: 0.566957 accuracy: 0.767018
[46: 100/307] train loss: 0.235165 accuracy: 0.906250
[46: 200/307] train loss: 0.537681 accuracy: 0.812500
[46: 300/307] train loss: 0.259805 accuracy: 0.875000
[47: 100/307] train loss: 0.668727 accuracy: 0.718750
[47: 200/307] train loss: 0.517391 accuracy: 0.875000
[47: 300/307] train loss: 0.624366 accuracy: 0.718750
[48: 100/307] train loss: 0.337553 accuracy: 0.843750
[48: 200/307] train loss: 0.337728 accuracy: 0.843750
[48: 300/307] train loss: 0.241343 accuracy: 0.906250
[49: 100/307] train loss: 0.485970 accuracy: 0.812500
[49: 200/307] train loss: 0.306923 accuracy: 0.937500
[49: 300/307] train loss: 0.450615 accuracy: 0.843750
[50: 100/307] train loss: 0.281461 accuracy: 0.937500
[50: 200/307] train loss: 0.456689 accuracy: 0.843750
[50: 300/307] train loss: 0.406074 accuracy: 0.875000
[51: 100/307] train loss: 0.397773 accuracy: 0.906250
[51: 200/307] train loss: 0.352913 accuracy: 0.843750
[51: 300/307] train loss: 0.769142 accuracy: 0.687500
[52: 100/307] train loss: 0.528806 accuracy: 0.812500
[52: 200/307] train loss: 0.219490 accuracy: 0.937500
[52: 300/307] train loss: 0.223332 accuracy: 0.937500
[53: 100/307] train loss: 0.438221 accuracy: 0.843750
[53: 200/307] train loss: 0.793437 accuracy: 0.718750
[53: 300/307] train loss: 0.612815 accuracy: 0.812500
[54: 100/307] train loss: 0.637016 accuracy: 0.812500
[54: 200/307] train loss: 0.265594 accuracy: 0.906250
[54: 300/307] train loss: 0.451548 accuracy: 0.906250
[54: ] [94mtest[0m loss: 0.011010 accuracy: 0.751621
[55: 100/307] train loss: 0.247543 accuracy: 0.906250
[55: 200/307] train loss: 0.176326 accuracy: 0.968750
[55: 300/307] train loss: 0.523665 accuracy: 0.812500
[56: 100/307] train loss: 0.344894 accuracy: 0.875000
[56: 200/307] train loss: 0.786970 accuracy: 0.843750
[56: 300/307] train loss: 0.241029 accuracy: 1.000000
[57: 100/307] train loss: 0.328989 accuracy: 0.843750
[57: 200/307] train loss: 0.350398 accuracy: 0.843750
[57: 300/307] train loss: 0.193465 accuracy: 0.937500
[58: 100/307] train loss: 0.376043 accuracy: 0.875000
[58: 200/307] train loss: 0.418829 accuracy: 0.843750
[58: 300/307] train loss: 0.343831 accuracy: 0.875000
[59: 100/307] train loss: 0.491354 accuracy: 0.843750
[59: 200/307] train loss: 0.317597 accuracy: 0.906250
[59: 300/307] train loss: 0.454963 accuracy: 0.812500
[60: 100/307] train loss: 0.372004 accuracy: 0.843750
[60: 200/307] train loss: 0.520610 accuracy: 0.843750
[60: 300/307] train loss: 0.243738 accuracy: 0.968750
[61: 100/307] train loss: 0.290167 accuracy: 0.906250
[61: 200/307] train loss: 0.524276 accuracy: 0.843750
[61: 300/307] train loss: 0.257649 accuracy: 0.937500
[62: 100/307] train loss: 0.262885 accuracy: 0.937500
[62: 200/307] train loss: 0.435349 accuracy: 0.750000
[62: 300/307] train loss: 0.890002 accuracy: 0.593750
[63: 100/307] train loss: 0.315109 accuracy: 0.843750
[63: 200/307] train loss: 0.390941 accuracy: 0.875000
[63: 300/307] train loss: 0.221510 accuracy: 0.937500
[63: ] [94mtest[0m loss: 3.189350 accuracy: 0.756483
[64: 100/307] train loss: 0.511508 accuracy: 0.843750
[64: 200/307] train loss: 0.196379 accuracy: 0.968750
[64: 300/307] train loss: 0.533594 accuracy: 0.843750
[65: 100/307] train loss: 0.264321 accuracy: 0.906250
[65: 200/307] train loss: 0.314007 accuracy: 0.906250
[65: 300/307] train loss: 0.230499 accuracy: 0.968750
[66: 100/307] train loss: 0.475911 accuracy: 0.843750
[66: 200/307] train loss: 0.372461 accuracy: 0.937500
[66: 300/307] train loss: 0.462740 accuracy: 0.812500
[67: 100/307] train loss: 0.206081 accuracy: 0.875000
[67: 200/307] train loss: 0.468306 accuracy: 0.875000
[67: 300/307] train loss: 0.566034 accuracy: 0.781250
[68: 100/307] train loss: 0.170372 accuracy: 0.937500
[68: 200/307] train loss: 0.642420 accuracy: 0.812500
[68: 300/307] train loss: 0.577693 accuracy: 0.781250
[69: 100/307] train loss: 0.199265 accuracy: 0.937500
[69: 200/307] train loss: 0.503897 accuracy: 0.812500
[69: 300/307] train loss: 0.188905 accuracy: 0.937500
[70: 100/307] train loss: 0.308363 accuracy: 0.875000
[70: 200/307] train loss: 0.387580 accuracy: 0.906250
[70: 300/307] train loss: 0.250186 accuracy: 0.906250
[71: 100/307] train loss: 0.287481 accuracy: 0.968750
[71: 200/307] train loss: 0.214520 accuracy: 0.937500
[71: 300/307] train loss: 0.281763 accuracy: 0.875000
[72: 100/307] train loss: 0.122215 accuracy: 1.000000
[72: 200/307] train loss: 0.148629 accuracy: 0.968750
[72: 300/307] train loss: 0.211113 accuracy: 0.937500
[72: ] [94mtest[0m loss: 0.280436 accuracy: 0.764587
[73: 100/307] train loss: 0.335784 accuracy: 0.875000
[73: 200/307] train loss: 0.439628 accuracy: 0.906250
[73: 300/307] train loss: 0.627394 accuracy: 0.750000
[74: 100/307] train loss: 0.189057 accuracy: 0.937500
[74: 200/307] train loss: 0.519248 accuracy: 0.812500
[74: 300/307] train loss: 0.234073 accuracy: 0.906250
[75: 100/307] train loss: 0.400617 accuracy: 0.906250
[75: 200/307] train loss: 0.254555 accuracy: 0.843750
[75: 300/307] train loss: 0.296518 accuracy: 0.906250
[76: 100/307] train loss: 0.308227 accuracy: 0.875000
[76: 200/307] train loss: 0.201987 accuracy: 0.968750
[76: 300/307] train loss: 0.212146 accuracy: 0.906250
[77: 100/307] train loss: 0.400158 accuracy: 0.906250
[77: 200/307] train loss: 0.274900 accuracy: 0.875000
[77: 300/307] train loss: 0.306221 accuracy: 0.843750
[78: 100/307] train loss: 0.506110 accuracy: 0.812500
[78: 200/307] train loss: 0.322400 accuracy: 0.906250
[78: 300/307] train loss: 0.190001 accuracy: 0.937500
[79: 100/307] train loss: 0.207491 accuracy: 0.937500
[79: 200/307] train loss: 0.271254 accuracy: 0.906250
[79: 300/307] train loss: 0.377767 accuracy: 0.875000
[80: 100/307] train loss: 0.226378 accuracy: 0.937500
[80: 200/307] train loss: 0.168771 accuracy: 0.937500
[80: 300/307] train loss: 0.295049 accuracy: 0.812500
[81: 100/307] train loss: 0.340785 accuracy: 0.843750
[81: 200/307] train loss: 0.153031 accuracy: 0.968750
[81: 300/307] train loss: 0.385876 accuracy: 0.875000
[81: ] [94mtest[0m loss: 1.129255 accuracy: 0.768639
[82: 100/307] train loss: 0.158066 accuracy: 0.968750
[82: 200/307] train loss: 0.324579 accuracy: 0.875000
[82: 300/307] train loss: 0.452088 accuracy: 0.843750
[83: 100/307] train loss: 0.211441 accuracy: 0.937500
[83: 200/307] train loss: 0.350705 accuracy: 0.875000
[83: 300/307] train loss: 0.256052 accuracy: 0.875000
[84: 100/307] train loss: 0.413875 accuracy: 0.812500
[84: 200/307] train loss: 0.244919 accuracy: 0.906250
[84: 300/307] train loss: 0.323650 accuracy: 0.906250
[85: 100/307] train loss: 0.271733 accuracy: 0.906250
[85: 200/307] train loss: 0.276912 accuracy: 0.875000
[85: 300/307] train loss: 0.165525 accuracy: 0.968750
[86: 100/307] train loss: 0.191101 accuracy: 0.937500
[86: 200/307] train loss: 0.271864 accuracy: 0.906250
[86: 300/307] train loss: 0.238809 accuracy: 0.906250
[87: 100/307] train loss: 0.246909 accuracy: 0.937500
[87: 200/307] train loss: 0.465869 accuracy: 0.875000
[87: 300/307] train loss: 0.319095 accuracy: 0.906250
[88: 100/307] train loss: 0.360561 accuracy: 0.937500
[88: 200/307] train loss: 0.351019 accuracy: 0.843750
[88: 300/307] train loss: 0.432128 accuracy: 0.843750
[89: 100/307] train loss: 0.133730 accuracy: 0.968750
[89: 200/307] train loss: 0.324292 accuracy: 0.875000
[89: 300/307] train loss: 0.258435 accuracy: 0.906250
[90: 100/307] train loss: 0.422953 accuracy: 0.875000
[90: 200/307] train loss: 0.264795 accuracy: 0.906250
[90: 300/307] train loss: 0.468611 accuracy: 0.843750
[90: ] [94mtest[0m loss: 1.018101 accuracy: 0.763371
[91: 100/307] train loss: 0.191402 accuracy: 0.937500
[91: 200/307] train loss: 0.287577 accuracy: 0.843750
[91: 300/307] train loss: 0.216043 accuracy: 0.937500
[92: 100/307] train loss: 0.268047 accuracy: 0.875000
[92: 200/307] train loss: 0.199872 accuracy: 0.968750
[92: 300/307] train loss: 0.504690 accuracy: 0.718750
[93: 100/307] train loss: 0.261419 accuracy: 0.906250
[93: 200/307] train loss: 0.444425 accuracy: 0.812500
[93: 300/307] train loss: 0.162140 accuracy: 0.968750
[94: 100/307] train loss: 0.573169 accuracy: 0.812500
[94: 200/307] train loss: 0.452166 accuracy: 0.812500
[94: 300/307] train loss: 0.194435 accuracy: 0.906250
[95: 100/307] train loss: 0.251288 accuracy: 0.906250
[95: 200/307] train loss: 0.414391 accuracy: 0.906250
[95: 300/307] train loss: 0.173584 accuracy: 0.968750
[96: 100/307] train loss: 0.092541 accuracy: 0.968750
[96: 200/307] train loss: 0.493624 accuracy: 0.750000
[96: 300/307] train loss: 0.390936 accuracy: 0.875000
[97: 100/307] train loss: 0.179273 accuracy: 0.968750
[97: 200/307] train loss: 0.144289 accuracy: 0.968750
[97: 300/307] train loss: 0.191829 accuracy: 0.968750
[98: 100/307] train loss: 0.379468 accuracy: 0.875000
[98: 200/307] train loss: 0.386740 accuracy: 0.875000
[98: 300/307] train loss: 0.391891 accuracy: 0.875000
[99: 100/307] train loss: 0.330548 accuracy: 0.937500
[99: 200/307] train loss: 0.490675 accuracy: 0.843750
[99: 300/307] train loss: 0.381967 accuracy: 0.937500
[99: ] [94mtest[0m loss: 0.030321 accuracy: 0.773501
[100: 100/307] train loss: 0.149549 accuracy: 0.937500
[100: 200/307] train loss: 0.372382 accuracy: 0.937500
[100: 300/307] train loss: 0.359387 accuracy: 0.875000
[101: 100/307] train loss: 0.204635 accuracy: 0.937500
[101: 200/307] train loss: 0.288248 accuracy: 0.906250
[101: 300/307] train loss: 0.392226 accuracy: 0.875000
[102: 100/307] train loss: 0.370165 accuracy: 0.875000
[102: 200/307] train loss: 0.363258 accuracy: 0.875000
[102: 300/307] train loss: 0.207149 accuracy: 0.968750
[103: 100/307] train loss: 0.383896 accuracy: 0.875000
[103: 200/307] train loss: 0.350582 accuracy: 0.843750
[103: 300/307] train loss: 0.351211 accuracy: 0.906250
[104: 100/307] train loss: 0.073298 accuracy: 1.000000
[104: 200/307] train loss: 0.443836 accuracy: 0.843750
[104: 300/307] train loss: 0.449648 accuracy: 0.937500
[105: 100/307] train loss: 0.384503 accuracy: 0.906250
[105: 200/307] train loss: 0.345992 accuracy: 0.875000
[105: 300/307] train loss: 0.334248 accuracy: 0.875000
[106: 100/307] train loss: 0.199921 accuracy: 0.937500
[106: 200/307] train loss: 0.370356 accuracy: 0.906250
[106: 300/307] train loss: 0.090128 accuracy: 0.968750
[107: 100/307] train loss: 0.190310 accuracy: 0.906250
[107: 200/307] train loss: 0.584366 accuracy: 0.781250
[107: 300/307] train loss: 0.351944 accuracy: 0.875000
[108: 100/307] train loss: 0.192804 accuracy: 0.906250
[108: 200/307] train loss: 0.443380 accuracy: 0.875000
[108: 300/307] train loss: 0.320202 accuracy: 0.875000
[108: ] [94mtest[0m loss: 0.549153 accuracy: 0.769449
[109: 100/307] train loss: 0.324632 accuracy: 0.937500
[109: 200/307] train loss: 0.276151 accuracy: 0.937500
[109: 300/307] train loss: 0.542699 accuracy: 0.843750
[110: 100/307] train loss: 0.354882 accuracy: 0.875000
[110: 200/307] train loss: 0.277844 accuracy: 0.906250
[110: 300/307] train loss: 0.212027 accuracy: 0.906250
[111: 100/307] train loss: 0.284845 accuracy: 0.937500
[111: 200/307] train loss: 0.091303 accuracy: 1.000000
[111: 300/307] train loss: 0.324127 accuracy: 0.843750
[112: 100/307] train loss: 0.237763 accuracy: 0.906250
[112: 200/307] train loss: 0.301074 accuracy: 0.968750
[112: 300/307] train loss: 0.289085 accuracy: 0.875000
[113: 100/307] train loss: 0.315294 accuracy: 0.906250
[113: 200/307] train loss: 0.375845 accuracy: 0.906250
[113: 300/307] train loss: 0.245702 accuracy: 0.937500
[114: 100/307] train loss: 0.561812 accuracy: 0.781250
[114: 200/307] train loss: 0.359611 accuracy: 0.906250
[114: 300/307] train loss: 0.203691 accuracy: 0.906250
[115: 100/307] train loss: 0.319098 accuracy: 0.906250
[115: 200/307] train loss: 0.266731 accuracy: 0.937500
[115: 300/307] train loss: 0.380445 accuracy: 0.875000
[116: 100/307] train loss: 0.219788 accuracy: 0.937500
[116: 200/307] train loss: 0.534314 accuracy: 0.843750
[116: 300/307] train loss: 0.243726 accuracy: 0.906250
[117: 100/307] train loss: 0.227685 accuracy: 0.937500
[117: 200/307] train loss: 0.321070 accuracy: 0.843750
[117: 300/307] train loss: 0.212478 accuracy: 0.906250
[117: ] [94mtest[0m loss: 0.088267 accuracy: 0.759724
[118: 100/307] train loss: 0.077715 accuracy: 1.000000
[118: 200/307] train loss: 0.195538 accuracy: 0.937500
[118: 300/307] train loss: 0.297724 accuracy: 0.906250
[119: 100/307] train loss: 0.278576 accuracy: 0.906250
[119: 200/307] train loss: 0.494992 accuracy: 0.812500
[119: 300/307] train loss: 0.293666 accuracy: 0.906250
[120: 100/307] train loss: 0.192801 accuracy: 0.937500
[120: 200/307] train loss: 0.212053 accuracy: 0.937500
[120: 300/307] train loss: 0.324373 accuracy: 0.937500
[121: 100/307] train loss: 0.273959 accuracy: 0.906250
[121: 200/307] train loss: 0.153957 accuracy: 0.937500
[121: 300/307] train loss: 0.227761 accuracy: 0.906250
[122: 100/307] train loss: 0.181192 accuracy: 0.937500
[122: 200/307] train loss: 0.273602 accuracy: 0.812500
[122: 300/307] train loss: 0.362348 accuracy: 0.875000
[123: 100/307] train loss: 0.250112 accuracy: 0.875000
[123: 200/307] train loss: 0.230037 accuracy: 0.937500
[123: 300/307] train loss: 0.280683 accuracy: 0.906250
[124: 100/307] train loss: 0.348557 accuracy: 0.843750
