Using GPU : 0 from 4 devices
[21: 300/307] train loss: 0.875547 accuracy: 0.750000
[22: 100/307] train loss: 0.725501 accuracy: 0.718750
[22: 200/307] train loss: 0.765383 accuracy: 0.718750
[22: 300/307] train loss: 0.619110 accuracy: 0.750000
[23: 100/307] train loss: 1.042200 accuracy: 0.750000
[23: 200/307] train loss: 0.969397 accuracy: 0.656250
[23: 300/307] train loss: 0.415770 accuracy: 0.875000
[24: 100/307] train loss: 0.585036 accuracy: 0.781250
[24: 200/307] train loss: 0.915015 accuracy: 0.687500
[24: 300/307] train loss: 0.861896 accuracy: 0.750000
[25: 100/307] train loss: 0.821994 accuracy: 0.718750
[25: 200/307] train loss: 0.628273 accuracy: 0.812500
[25: 300/307] train loss: 0.474729 accuracy: 0.843750
[26: 100/307] train loss: 0.831850 accuracy: 0.781250
[26: 200/307] train loss: 0.637766 accuracy: 0.812500
[26: 300/307] train loss: 0.501126 accuracy: 0.812500
[27: 100/307] train loss: 0.691440 accuracy: 0.781250
[27: 200/307] train loss: 0.587986 accuracy: 0.750000
[27: 300/307] train loss: 0.630116 accuracy: 0.750000
[27: ] [94mtest[0m loss: 1.747173 accuracy: 0.723663
[28: 100/307] train loss: 0.838776 accuracy: 0.718750
[28: 200/307] train loss: 0.825923 accuracy: 0.750000
[28: 300/307] train loss: 0.364517 accuracy: 0.843750
[29: 100/307] train loss: 0.741961 accuracy: 0.718750
[29: 200/307] train loss: 0.663409 accuracy: 0.781250
[29: 300/307] train loss: 0.570943 accuracy: 0.812500
[30: 100/307] train loss: 0.635924 accuracy: 0.812500
[30: 200/307] train loss: 0.330249 accuracy: 0.906250
[30: 300/307] train loss: 0.455425 accuracy: 0.875000
[31: 100/307] train loss: 0.613365 accuracy: 0.875000
[31: 200/307] train loss: 0.782402 accuracy: 0.750000
[31: 300/307] train loss: 0.501198 accuracy: 0.843750
[32: 100/307] train loss: 0.615665 accuracy: 0.812500
[32: 200/307] train loss: 0.850215 accuracy: 0.718750
[32: 300/307] train loss: 0.732170 accuracy: 0.750000
[33: 100/307] train loss: 0.779809 accuracy: 0.750000
[33: 200/307] train loss: 0.997180 accuracy: 0.718750
[33: 300/307] train loss: 1.123596 accuracy: 0.718750
[34: 100/307] train loss: 0.627827 accuracy: 0.812500
[34: 200/307] train loss: 0.880772 accuracy: 0.656250
[34: 300/307] train loss: 0.493838 accuracy: 0.875000
[35: 100/307] train loss: 0.481341 accuracy: 0.875000
[35: 200/307] train loss: 0.672301 accuracy: 0.750000
[35: 300/307] train loss: 0.776947 accuracy: 0.718750
[36: 100/307] train loss: 0.619558 accuracy: 0.750000
[36: 200/307] train loss: 0.592937 accuracy: 0.812500
[36: 300/307] train loss: 0.746488 accuracy: 0.812500
[36: ] [94mtest[0m loss: 1.586722 accuracy: 0.735413
[37: 100/307] train loss: 0.750305 accuracy: 0.750000
[37: 200/307] train loss: 0.945809 accuracy: 0.781250
[37: 300/307] train loss: 0.700610 accuracy: 0.781250
[38: 100/307] train loss: 0.513762 accuracy: 0.843750
[38: 200/307] train loss: 0.510795 accuracy: 0.750000
[38: 300/307] train loss: 0.562700 accuracy: 0.875000
[39: 100/307] train loss: 0.516660 accuracy: 0.875000
[39: 200/307] train loss: 0.297142 accuracy: 0.906250
[39: 300/307] train loss: 0.729030 accuracy: 0.718750
[40: 100/307] train loss: 0.418580 accuracy: 0.812500
[40: 200/307] train loss: 0.529831 accuracy: 0.781250
[40: 300/307] train loss: 0.624587 accuracy: 0.750000
[41: 100/307] train loss: 0.545001 accuracy: 0.843750
[41: 200/307] train loss: 0.514494 accuracy: 0.875000
[41: 300/307] train loss: 0.722723 accuracy: 0.750000
[42: 100/307] train loss: 0.363013 accuracy: 0.906250
[42: 200/307] train loss: 0.476820 accuracy: 0.812500
[42: 300/307] train loss: 0.646307 accuracy: 0.750000
[43: 100/307] train loss: 0.523339 accuracy: 0.843750
[43: 200/307] train loss: 0.496502 accuracy: 0.843750
[43: 300/307] train loss: 0.295976 accuracy: 0.906250
[44: 100/307] train loss: 0.440381 accuracy: 0.875000
[44: 200/307] train loss: 0.538092 accuracy: 0.781250
[44: 300/307] train loss: 0.516541 accuracy: 0.906250
[45: 100/307] train loss: 0.559798 accuracy: 0.843750
[45: 200/307] train loss: 0.286751 accuracy: 0.937500
[45: 300/307] train loss: 0.689419 accuracy: 0.750000
[45: ] [94mtest[0m loss: 1.059546 accuracy: 0.769044
[46: 100/307] train loss: 0.608103 accuracy: 0.843750
[46: 200/307] train loss: 0.258383 accuracy: 0.937500
[46: 300/307] train loss: 0.467915 accuracy: 0.812500
[47: 100/307] train loss: 0.211854 accuracy: 0.937500
[47: 200/307] train loss: 0.529423 accuracy: 0.812500
[47: 300/307] train loss: 0.415434 accuracy: 0.906250
[48: 100/307] train loss: 0.569431 accuracy: 0.812500
[48: 200/307] train loss: 0.649997 accuracy: 0.750000
[48: 300/307] train loss: 0.590925 accuracy: 0.812500
[49: 100/307] train loss: 0.592237 accuracy: 0.781250
[49: 200/307] train loss: 0.324280 accuracy: 0.875000
[49: 300/307] train loss: 0.293208 accuracy: 0.937500
[50: 100/307] train loss: 0.720054 accuracy: 0.812500
[50: 200/307] train loss: 0.451695 accuracy: 0.812500
[50: 300/307] train loss: 0.548433 accuracy: 0.843750
[51: 100/307] train loss: 0.906553 accuracy: 0.750000
[51: 200/307] train loss: 0.441003 accuracy: 0.843750
[51: 300/307] train loss: 0.787216 accuracy: 0.718750
[52: 100/307] train loss: 0.263998 accuracy: 0.937500
[52: 200/307] train loss: 0.554597 accuracy: 0.843750
[52: 300/307] train loss: 0.269599 accuracy: 0.937500
[53: 100/307] train loss: 0.606881 accuracy: 0.750000
[53: 200/307] train loss: 0.336023 accuracy: 0.875000
[53: 300/307] train loss: 0.339683 accuracy: 0.875000
[54: 100/307] train loss: 0.564170 accuracy: 0.750000
[54: 200/307] train loss: 0.470681 accuracy: 0.781250
[54: 300/307] train loss: 0.337247 accuracy: 0.906250
[54: ] [94mtest[0m loss: 0.255504 accuracy: 0.758914
[55: 100/307] train loss: 0.381362 accuracy: 0.937500
[55: 200/307] train loss: 0.263711 accuracy: 0.875000
[55: 300/307] train loss: 0.435230 accuracy: 0.875000
[56: 100/307] train loss: 0.630182 accuracy: 0.750000
[56: 200/307] train loss: 0.538266 accuracy: 0.750000
[56: 300/307] train loss: 0.273691 accuracy: 0.937500
[57: 100/307] train loss: 0.471732 accuracy: 0.843750
[57: 200/307] train loss: 0.617924 accuracy: 0.843750
[57: 300/307] train loss: 0.379099 accuracy: 0.843750
[58: 100/307] train loss: 0.305497 accuracy: 0.937500
[58: 200/307] train loss: 0.438097 accuracy: 0.906250
[58: 300/307] train loss: 0.477973 accuracy: 0.812500
[59: 100/307] train loss: 0.537943 accuracy: 0.781250
[59: 200/307] train loss: 0.502676 accuracy: 0.843750
[59: 300/307] train loss: 0.178367 accuracy: 1.000000
[60: 100/307] train loss: 0.234575 accuracy: 0.906250
[60: 200/307] train loss: 0.498944 accuracy: 0.812500
[60: 300/307] train loss: 1.107311 accuracy: 0.687500
[61: 100/307] train loss: 0.489409 accuracy: 0.875000
[61: 200/307] train loss: 0.291060 accuracy: 0.937500
[61: 300/307] train loss: 0.759947 accuracy: 0.812500
[62: 100/307] train loss: 0.481602 accuracy: 0.843750
[62: 200/307] train loss: 0.537785 accuracy: 0.875000
[62: 300/307] train loss: 0.354646 accuracy: 0.937500
[63: 100/307] train loss: 0.416958 accuracy: 0.812500
[63: 200/307] train loss: 0.364038 accuracy: 0.906250
[63: 300/307] train loss: 0.192456 accuracy: 0.968750
[63: ] [94mtest[0m loss: 1.032651 accuracy: 0.768639
[64: 100/307] train loss: 0.338361 accuracy: 0.843750
[64: 200/307] train loss: 0.780041 accuracy: 0.781250
[64: 300/307] train loss: 0.325598 accuracy: 0.906250
[65: 100/307] train loss: 0.702304 accuracy: 0.687500
[65: 200/307] train loss: 0.328206 accuracy: 0.875000
[65: 300/307] train loss: 0.708669 accuracy: 0.781250
[66: 100/307] train loss: 0.307511 accuracy: 0.937500
[66: 200/307] train loss: 0.177056 accuracy: 0.968750
[66: 300/307] train loss: 1.135611 accuracy: 0.687500
[67: 100/307] train loss: 0.604968 accuracy: 0.781250
[67: 200/307] train loss: 0.319872 accuracy: 0.875000
[67: 300/307] train loss: 0.429616 accuracy: 0.843750
[68: 100/307] train loss: 0.818866 accuracy: 0.781250
[68: 200/307] train loss: 0.531353 accuracy: 0.906250
[68: 300/307] train loss: 0.203370 accuracy: 0.937500
[69: 100/307] train loss: 1.123254 accuracy: 0.687500
[69: 200/307] train loss: 0.508387 accuracy: 0.781250
[69: 300/307] train loss: 0.374739 accuracy: 0.906250
[70: 100/307] train loss: 0.311397 accuracy: 0.937500
[70: 200/307] train loss: 0.676029 accuracy: 0.812500
[70: 300/307] train loss: 0.510384 accuracy: 0.812500
[71: 100/307] train loss: 0.355393 accuracy: 0.843750
[71: 200/307] train loss: 0.500211 accuracy: 0.781250
[71: 300/307] train loss: 0.350027 accuracy: 0.937500
[72: 100/307] train loss: 0.672739 accuracy: 0.718750
[72: 200/307] train loss: 0.460197 accuracy: 0.843750
[72: 300/307] train loss: 0.330950 accuracy: 0.843750
[72: ] [94mtest[0m loss: 0.275501 accuracy: 0.763371
[73: 100/307] train loss: 0.430111 accuracy: 0.843750
[73: 200/307] train loss: 0.351903 accuracy: 0.875000
[73: 300/307] train loss: 0.300945 accuracy: 0.906250
[74: 100/307] train loss: 0.140415 accuracy: 0.968750
[74: 200/307] train loss: 0.448517 accuracy: 0.812500
[74: 300/307] train loss: 0.406909 accuracy: 0.875000
[75: 100/307] train loss: 0.487982 accuracy: 0.812500
[75: 200/307] train loss: 0.401925 accuracy: 0.875000
[75: 300/307] train loss: 0.472785 accuracy: 0.843750
[76: 100/307] train loss: 0.324165 accuracy: 0.875000
[76: 200/307] train loss: 0.392382 accuracy: 0.875000
[76: 300/307] train loss: 0.179757 accuracy: 0.968750
[77: 100/307] train loss: 0.637913 accuracy: 0.750000
[77: 200/307] train loss: 0.458374 accuracy: 0.875000
[77: 300/307] train loss: 0.193832 accuracy: 0.968750
[78: 100/307] train loss: 0.216961 accuracy: 0.937500
[78: 200/307] train loss: 0.284458 accuracy: 0.906250
[78: 300/307] train loss: 0.340570 accuracy: 0.937500
[79: 100/307] train loss: 0.538061 accuracy: 0.843750
[79: 200/307] train loss: 0.353005 accuracy: 0.906250
[79: 300/307] train loss: 0.678743 accuracy: 0.812500
[80: 100/307] train loss: 0.383709 accuracy: 0.843750
[80: 200/307] train loss: 0.571810 accuracy: 0.843750
[80: 300/307] train loss: 0.493314 accuracy: 0.875000
[81: 100/307] train loss: 0.446571 accuracy: 0.906250
[81: 200/307] train loss: 0.291689 accuracy: 0.906250
[81: 300/307] train loss: 0.410476 accuracy: 0.843750
[81: ] [94mtest[0m loss: 0.100477 accuracy: 0.765802
[82: 100/307] train loss: 0.535041 accuracy: 0.843750
[82: 200/307] train loss: 0.400614 accuracy: 0.812500
[82: 300/307] train loss: 0.327208 accuracy: 0.968750
[83: 100/307] train loss: 0.385553 accuracy: 0.875000
[83: 200/307] train loss: 0.256796 accuracy: 0.937500
[83: 300/307] train loss: 0.150905 accuracy: 1.000000
[84: 100/307] train loss: 0.393817 accuracy: 0.906250
[84: 200/307] train loss: 0.212006 accuracy: 0.875000
[84: 300/307] train loss: 0.262526 accuracy: 0.906250
[85: 100/307] train loss: 0.271681 accuracy: 0.875000
[85: 200/307] train loss: 0.153824 accuracy: 0.937500
[85: 300/307] train loss: 0.114332 accuracy: 0.968750
[86: 100/307] train loss: 0.353812 accuracy: 0.937500
[86: 200/307] train loss: 0.225296 accuracy: 0.937500
[86: 300/307] train loss: 0.238122 accuracy: 0.937500
[87: 100/307] train loss: 0.465772 accuracy: 0.812500
[87: 200/307] train loss: 0.140677 accuracy: 0.968750
[87: 300/307] train loss: 0.124266 accuracy: 1.000000
[88: 100/307] train loss: 0.150420 accuracy: 1.000000
[88: 200/307] train loss: 0.251399 accuracy: 0.937500
[88: 300/307] train loss: 0.325405 accuracy: 0.875000
[89: 100/307] train loss: 0.312867 accuracy: 0.906250
[89: 200/307] train loss: 0.436439 accuracy: 0.812500
[89: 300/307] train loss: 0.337479 accuracy: 0.937500
[90: 100/307] train loss: 0.313614 accuracy: 0.875000
[90: 200/307] train loss: 0.642732 accuracy: 0.843750
[90: 300/307] train loss: 0.183298 accuracy: 0.968750
[90: ] [94mtest[0m loss: 0.308420 accuracy: 0.764182
[91: 100/307] train loss: 0.114264 accuracy: 0.968750
[91: 200/307] train loss: 0.506966 accuracy: 0.812500
[91: 300/307] train loss: 0.169388 accuracy: 0.968750
[92: 100/307] train loss: 0.179725 accuracy: 0.968750
[92: 200/307] train loss: 0.401416 accuracy: 0.843750
[92: 300/307] train loss: 0.360985 accuracy: 0.843750
[93: 100/307] train loss: 0.433103 accuracy: 0.812500
[93: 200/307] train loss: 0.263585 accuracy: 0.968750
[93: 300/307] train loss: 0.566836 accuracy: 0.843750
[94: 100/307] train loss: 0.407184 accuracy: 0.875000
[94: 200/307] train loss: 0.234706 accuracy: 0.937500
[94: 300/307] train loss: 0.210301 accuracy: 0.968750
[95: 100/307] train loss: 0.335940 accuracy: 0.906250
[95: 200/307] train loss: 0.388146 accuracy: 0.812500
[95: 300/307] train loss: 0.633322 accuracy: 0.781250
[96: 100/307] train loss: 0.280363 accuracy: 0.937500
[96: 200/307] train loss: 0.218276 accuracy: 0.937500
[96: 300/307] train loss: 0.581369 accuracy: 0.812500
[97: 100/307] train loss: 0.258544 accuracy: 0.875000
[97: 200/307] train loss: 0.483681 accuracy: 0.812500
[97: 300/307] train loss: 0.432478 accuracy: 0.843750
[98: 100/307] train loss: 0.428756 accuracy: 0.875000
[98: 200/307] train loss: 0.365925 accuracy: 0.937500
[98: 300/307] train loss: 0.288249 accuracy: 0.843750
[99: 100/307] train loss: 0.369793 accuracy: 0.875000
[99: 200/307] train loss: 0.496040 accuracy: 0.812500
[99: 300/307] train loss: 0.248387 accuracy: 0.937500
[99: ] [94mtest[0m loss: 4.074068 accuracy: 0.769044
[100: 100/307] train loss: 0.111501 accuracy: 1.000000
[100: 200/307] train loss: 0.374047 accuracy: 0.843750
[100: 300/307] train loss: 0.344947 accuracy: 0.875000
[101: 100/307] train loss: 0.110507 accuracy: 0.968750
[101: 200/307] train loss: 0.434737 accuracy: 0.843750
[101: 300/307] train loss: 0.083491 accuracy: 1.000000
[102: 100/307] train loss: 0.518052 accuracy: 0.843750
[102: 200/307] train loss: 0.261385 accuracy: 0.843750
[102: 300/307] train loss: 0.497226 accuracy: 0.812500
[103: 100/307] train loss: 0.560424 accuracy: 0.875000
[103: 200/307] train loss: 0.380228 accuracy: 0.875000
[103: 300/307] train loss: 0.378505 accuracy: 0.843750
[104: 100/307] train loss: 0.743235 accuracy: 0.781250
[104: 200/307] train loss: 0.135851 accuracy: 0.937500
[104: 300/307] train loss: 0.544503 accuracy: 0.843750
[105: 100/307] train loss: 0.254386 accuracy: 0.906250
[105: 200/307] train loss: 0.282689 accuracy: 0.906250
[105: 300/307] train loss: 0.089562 accuracy: 0.968750
[106: 100/307] train loss: 0.172118 accuracy: 0.937500
[106: 200/307] train loss: 0.278012 accuracy: 0.906250
[106: 300/307] train loss: 0.315961 accuracy: 0.875000
[107: 100/307] train loss: 0.375539 accuracy: 0.875000
[107: 200/307] train loss: 0.371075 accuracy: 0.843750
[107: 300/307] train loss: 0.227872 accuracy: 0.937500
[108: 100/307] train loss: 0.309924 accuracy: 0.906250
[108: 200/307] train loss: 0.193434 accuracy: 0.906250
[108: 300/307] train loss: 0.186905 accuracy: 0.968750
[108: ] [94mtest[0m loss: 1.417343 accuracy: 0.768639
[109: 100/307] train loss: 0.412502 accuracy: 0.843750
[109: 200/307] train loss: 0.429798 accuracy: 0.812500
[109: 300/307] train loss: 0.324940 accuracy: 0.843750
[110: 100/307] train loss: 0.290404 accuracy: 0.906250
[110: 200/307] train loss: 0.758027 accuracy: 0.750000
[110: 300/307] train loss: 0.131019 accuracy: 0.968750
[111: 100/307] train loss: 0.240665 accuracy: 0.906250
[111: 200/307] train loss: 0.155554 accuracy: 0.968750
[111: 300/307] train loss: 0.300391 accuracy: 0.906250
[112: 100/307] train loss: 0.460916 accuracy: 0.875000
[112: 200/307] train loss: 0.304236 accuracy: 0.875000
[112: 300/307] train loss: 0.172608 accuracy: 0.937500
[113: 100/307] train loss: 0.328472 accuracy: 0.906250
[113: 200/307] train loss: 0.271015 accuracy: 0.968750
[113: 300/307] train loss: 0.200075 accuracy: 0.937500
[114: 100/307] train loss: 0.437332 accuracy: 0.843750
[114: 200/307] train loss: 0.530553 accuracy: 0.843750
[114: 300/307] train loss: 0.130036 accuracy: 0.968750
[115: 100/307] train loss: 0.223324 accuracy: 0.937500
[115: 200/307] train loss: 0.518205 accuracy: 0.843750
[115: 300/307] train loss: 0.085326 accuracy: 1.000000
[116: 100/307] train loss: 0.490925 accuracy: 0.875000
[116: 200/307] train loss: 0.368318 accuracy: 0.875000
[116: 300/307] train loss: 0.299321 accuracy: 0.937500
[117: 100/307] train loss: 0.429219 accuracy: 0.906250
[117: 200/307] train loss: 0.427883 accuracy: 0.843750
[117: 300/307] train loss: 0.343777 accuracy: 0.906250
[117: ] [94mtest[0m loss: 0.925146 accuracy: 0.767828
[118: 100/307] train loss: 0.233920 accuracy: 0.937500
[118: 200/307] train loss: 0.240799 accuracy: 0.937500
[118: 300/307] train loss: 0.641582 accuracy: 0.781250
[119: 100/307] train loss: 0.179160 accuracy: 0.968750
[119: 200/307] train loss: 0.563199 accuracy: 0.781250
[119: 300/307] train loss: 0.315504 accuracy: 0.875000
[120: 100/307] train loss: 0.639205 accuracy: 0.781250
[120: 200/307] train loss: 0.129840 accuracy: 0.968750
[120: 300/307] train loss: 0.319544 accuracy: 0.937500
[121: 100/307] train loss: 0.513838 accuracy: 0.843750
[121: 200/307] train loss: 0.404079 accuracy: 0.875000
[121: 300/307] train loss: 0.274527 accuracy: 0.875000
[122: 100/307] train loss: 0.243142 accuracy: 0.875000
[122: 200/307] train loss: 0.273273 accuracy: 0.937500
[122: 300/307] train loss: 0.209146 accuracy: 0.906250
[123: 100/307] train loss: 0.098924 accuracy: 1.000000
[123: 200/307] train loss: 0.247924 accuracy: 0.906250
[123: 300/307] train loss: 0.273625 accuracy: 0.937500
[124: 100/307] train loss: 0.208796 accuracy: 0.906250
[124: 200/307] train loss: 0.449302 accuracy: 0.843750
[124: 300/307] train loss: 0.288550 accuracy: 0.937500
[125: 100/307] train loss: 0.101928 accuracy: 0.968750
[125: 200/307] train loss: 0.230614 accuracy: 0.906250
[125: 300/307] train loss: 0.201972 accuracy: 0.906250
[126: 100/307] train loss: 0.110977 accuracy: 0.968750
[126: 200/307] train loss: 0.224672 accuracy: 0.968750
[126: 300/307] train loss: 0.345656 accuracy: 0.906250
[126: ] [94mtest[0m loss: 1.356560 accuracy: 0.776742
[127: 100/307] train loss: 0.385556 accuracy: 0.875000
[127: 200/307] train loss: 0.392580 accuracy: 0.906250
[127: 300/307] train loss: 0.303409 accuracy: 0.906250
[128: 100/307] train loss: 0.311970 accuracy: 0.875000
[128: 200/307] train loss: 0.307608 accuracy: 0.906250
[128: 300/307] train loss: 0.362042 accuracy: 0.906250
[129: 100/307] train loss: 0.165941 accuracy: 1.000000
[129: 200/307] train loss: 0.341113 accuracy: 0.875000
[129: 300/307] train loss: 0.510015 accuracy: 0.875000
[130: 100/307] train loss: 0.518381 accuracy: 0.843750
[130: 200/307] train loss: 0.320748 accuracy: 0.906250
