Using GPU : 0 from 4 devices
[21: 200/307] train loss: 0.385087 accuracy: 0.843750
[21: 300/307] train loss: 0.880993 accuracy: 0.781250
[22: 100/307] train loss: 1.440024 accuracy: 0.562500
[22: 200/307] train loss: 1.124300 accuracy: 0.656250
[22: 300/307] train loss: 0.653421 accuracy: 0.781250
[23: 100/307] train loss: 0.574582 accuracy: 0.812500
[23: 200/307] train loss: 0.904404 accuracy: 0.687500
[23: 300/307] train loss: 0.663236 accuracy: 0.843750
[24: 100/307] train loss: 0.559274 accuracy: 0.812500
[24: 200/307] train loss: 0.417614 accuracy: 0.843750
[24: 300/307] train loss: 0.776335 accuracy: 0.718750
[25: 100/307] train loss: 0.345110 accuracy: 0.875000
[25: 200/307] train loss: 0.496628 accuracy: 0.781250
[25: 300/307] train loss: 0.765425 accuracy: 0.750000
[26: 100/307] train loss: 0.294930 accuracy: 0.906250
[26: 200/307] train loss: 0.501553 accuracy: 0.875000
[26: 300/307] train loss: 0.657817 accuracy: 0.812500
[27: 100/307] train loss: 0.635773 accuracy: 0.812500
[27: 200/307] train loss: 0.909702 accuracy: 0.687500
[27: 300/307] train loss: 0.652684 accuracy: 0.750000
[27: ] [94mtest[0m loss: 0.679347 accuracy: 0.704214
[28: 100/307] train loss: 0.470395 accuracy: 0.781250
[28: 200/307] train loss: 0.868122 accuracy: 0.656250
[28: 300/307] train loss: 0.568841 accuracy: 0.687500
[29: 100/307] train loss: 0.844026 accuracy: 0.781250
[29: 200/307] train loss: 0.750051 accuracy: 0.812500
[29: 300/307] train loss: 0.533751 accuracy: 0.843750
[30: 100/307] train loss: 0.888623 accuracy: 0.750000
[30: 200/307] train loss: 0.860848 accuracy: 0.750000
[30: 300/307] train loss: 1.021322 accuracy: 0.718750
[31: 100/307] train loss: 0.546052 accuracy: 0.812500
[31: 200/307] train loss: 0.787956 accuracy: 0.718750
[31: 300/307] train loss: 0.673093 accuracy: 0.843750
[32: 100/307] train loss: 0.729221 accuracy: 0.812500
[32: 200/307] train loss: 0.598653 accuracy: 0.812500
[32: 300/307] train loss: 0.720862 accuracy: 0.781250
[33: 100/307] train loss: 0.356868 accuracy: 0.937500
[33: 200/307] train loss: 0.649774 accuracy: 0.843750
[33: 300/307] train loss: 0.594154 accuracy: 0.812500
[34: 100/307] train loss: 0.611681 accuracy: 0.812500
[34: 200/307] train loss: 0.714243 accuracy: 0.750000
[34: 300/307] train loss: 0.927041 accuracy: 0.625000
[35: 100/307] train loss: 0.564890 accuracy: 0.843750
[35: 200/307] train loss: 0.265006 accuracy: 0.906250
[35: 300/307] train loss: 0.735914 accuracy: 0.781250
[36: 100/307] train loss: 0.831221 accuracy: 0.812500
[36: 200/307] train loss: 0.684611 accuracy: 0.781250
[36: 300/307] train loss: 0.249565 accuracy: 0.906250
[36: ] [94mtest[0m loss: 0.356422 accuracy: 0.728930
[37: 100/307] train loss: 0.513402 accuracy: 0.781250
[37: 200/307] train loss: 0.884383 accuracy: 0.750000
[37: 300/307] train loss: 0.370266 accuracy: 0.875000
[38: 100/307] train loss: 0.430566 accuracy: 0.812500
[38: 200/307] train loss: 0.686973 accuracy: 0.718750
[38: 300/307] train loss: 0.461046 accuracy: 0.812500
[39: 100/307] train loss: 0.336407 accuracy: 0.843750
[39: 200/307] train loss: 0.359780 accuracy: 0.843750
[39: 300/307] train loss: 0.317096 accuracy: 0.968750
[40: 100/307] train loss: 0.547983 accuracy: 0.812500
[40: 200/307] train loss: 0.601911 accuracy: 0.812500
[40: 300/307] train loss: 0.575788 accuracy: 0.906250
[41: 100/307] train loss: 0.617007 accuracy: 0.875000
[41: 200/307] train loss: 0.600208 accuracy: 0.843750
[41: 300/307] train loss: 0.437405 accuracy: 0.843750
[42: 100/307] train loss: 0.645057 accuracy: 0.656250
[42: 200/307] train loss: 0.498873 accuracy: 0.812500
[42: 300/307] train loss: 0.281951 accuracy: 0.937500
[43: 100/307] train loss: 0.532494 accuracy: 0.875000
[43: 200/307] train loss: 0.233108 accuracy: 0.968750
[43: 300/307] train loss: 0.693460 accuracy: 0.812500
[44: 100/307] train loss: 0.432281 accuracy: 0.875000
[44: 200/307] train loss: 0.650772 accuracy: 0.812500
[44: 300/307] train loss: 0.456661 accuracy: 0.843750
[45: 100/307] train loss: 0.313864 accuracy: 0.937500
[45: 200/307] train loss: 0.508601 accuracy: 0.843750
[45: 300/307] train loss: 0.517340 accuracy: 0.843750
[45: ] [94mtest[0m loss: 1.494136 accuracy: 0.761345
[46: 100/307] train loss: 0.427210 accuracy: 0.781250
[46: 200/307] train loss: 0.553200 accuracy: 0.812500
[46: 300/307] train loss: 0.627707 accuracy: 0.781250
[47: 100/307] train loss: 0.688725 accuracy: 0.781250
[47: 200/307] train loss: 0.529300 accuracy: 0.812500
[47: 300/307] train loss: 0.343521 accuracy: 0.875000
[48: 100/307] train loss: 0.541305 accuracy: 0.718750
[48: 200/307] train loss: 0.295898 accuracy: 0.843750
[48: 300/307] train loss: 0.468208 accuracy: 0.875000
[49: 100/307] train loss: 0.529857 accuracy: 0.812500
[49: 200/307] train loss: 0.228675 accuracy: 0.906250
[49: 300/307] train loss: 0.537812 accuracy: 0.843750
[50: 100/307] train loss: 0.880961 accuracy: 0.750000
[50: 200/307] train loss: 0.410415 accuracy: 0.843750
[50: 300/307] train loss: 0.286256 accuracy: 0.937500
[51: 100/307] train loss: 0.865596 accuracy: 0.687500
[51: 200/307] train loss: 0.582665 accuracy: 0.812500
[51: 300/307] train loss: 0.598138 accuracy: 0.906250
[52: 100/307] train loss: 0.605180 accuracy: 0.843750
[52: 200/307] train loss: 0.335245 accuracy: 0.843750
[52: 300/307] train loss: 0.404147 accuracy: 0.906250
[53: 100/307] train loss: 0.257962 accuracy: 0.906250
[53: 200/307] train loss: 0.346877 accuracy: 0.875000
[53: 300/307] train loss: 0.478098 accuracy: 0.843750
[54: 100/307] train loss: 0.695366 accuracy: 0.781250
[54: 200/307] train loss: 0.485294 accuracy: 0.812500
[54: 300/307] train loss: 0.600530 accuracy: 0.750000
[54: ] [94mtest[0m loss: 2.125398 accuracy: 0.760535
[55: 100/307] train loss: 0.519419 accuracy: 0.812500
[55: 200/307] train loss: 0.664561 accuracy: 0.750000
[55: 300/307] train loss: 0.491993 accuracy: 0.875000
[56: 100/307] train loss: 0.373170 accuracy: 0.937500
[56: 200/307] train loss: 0.444149 accuracy: 0.906250
[56: 300/307] train loss: 0.765399 accuracy: 0.781250
[57: 100/307] train loss: 0.578828 accuracy: 0.843750
[57: 200/307] train loss: 0.279498 accuracy: 0.937500
[57: 300/307] train loss: 0.394307 accuracy: 0.843750
[58: 100/307] train loss: 0.560115 accuracy: 0.812500
[58: 200/307] train loss: 0.416686 accuracy: 0.812500
[58: 300/307] train loss: 0.260498 accuracy: 0.906250
[59: 100/307] train loss: 0.318696 accuracy: 0.875000
[59: 200/307] train loss: 0.189845 accuracy: 0.968750
[59: 300/307] train loss: 0.694678 accuracy: 0.812500
[60: 100/307] train loss: 0.338475 accuracy: 0.843750
[60: 200/307] train loss: 0.324847 accuracy: 0.875000
[60: 300/307] train loss: 0.866197 accuracy: 0.750000
[61: 100/307] train loss: 0.512463 accuracy: 0.781250
[61: 200/307] train loss: 0.534443 accuracy: 0.812500
[61: 300/307] train loss: 0.317212 accuracy: 0.875000
[62: 100/307] train loss: 0.565970 accuracy: 0.812500
[62: 200/307] train loss: 0.659286 accuracy: 0.812500
[62: 300/307] train loss: 0.218404 accuracy: 0.968750
[63: 100/307] train loss: 0.649180 accuracy: 0.812500
[63: 200/307] train loss: 0.506872 accuracy: 0.843750
[63: 300/307] train loss: 0.215064 accuracy: 0.968750
[63: ] [94mtest[0m loss: 0.077710 accuracy: 0.762966
[64: 100/307] train loss: 0.297883 accuracy: 0.937500
[64: 200/307] train loss: 0.407916 accuracy: 0.781250
[64: 300/307] train loss: 0.600232 accuracy: 0.718750
[65: 100/307] train loss: 0.697836 accuracy: 0.781250
[65: 200/307] train loss: 0.420136 accuracy: 0.875000
[65: 300/307] train loss: 0.309044 accuracy: 0.906250
[66: 100/307] train loss: 0.510832 accuracy: 0.843750
[66: 200/307] train loss: 0.538431 accuracy: 0.875000
[66: 300/307] train loss: 0.306162 accuracy: 0.906250
[67: 100/307] train loss: 0.499308 accuracy: 0.843750
[67: 200/307] train loss: 0.667186 accuracy: 0.781250
[67: 300/307] train loss: 0.421403 accuracy: 0.875000
[68: 100/307] train loss: 0.455025 accuracy: 0.875000
[68: 200/307] train loss: 0.451610 accuracy: 0.843750
[68: 300/307] train loss: 0.271100 accuracy: 0.906250
[69: 100/307] train loss: 0.262416 accuracy: 0.906250
[69: 200/307] train loss: 0.349330 accuracy: 0.843750
[69: 300/307] train loss: 0.393619 accuracy: 0.875000
[70: 100/307] train loss: 0.347517 accuracy: 0.906250
[70: 200/307] train loss: 0.329290 accuracy: 0.937500
[70: 300/307] train loss: 0.498164 accuracy: 0.812500
[71: 100/307] train loss: 0.424222 accuracy: 0.812500
[71: 200/307] train loss: 0.885692 accuracy: 0.781250
[71: 300/307] train loss: 0.088293 accuracy: 1.000000
[72: 100/307] train loss: 0.264266 accuracy: 0.937500
[72: 200/307] train loss: 0.695409 accuracy: 0.843750
[72: 300/307] train loss: 0.271552 accuracy: 0.875000
[72: ] [94mtest[0m loss: 0.510711 accuracy: 0.776742
[73: 100/307] train loss: 0.324583 accuracy: 0.906250
[73: 200/307] train loss: 0.450442 accuracy: 0.875000
[73: 300/307] train loss: 0.311964 accuracy: 0.906250
[74: 100/307] train loss: 0.358006 accuracy: 0.875000
[74: 200/307] train loss: 0.436907 accuracy: 0.875000
[74: 300/307] train loss: 0.334739 accuracy: 0.906250
[75: 100/307] train loss: 0.142285 accuracy: 0.968750
[75: 200/307] train loss: 0.332612 accuracy: 0.937500
[75: 300/307] train loss: 0.372229 accuracy: 0.843750
[76: 100/307] train loss: 0.392576 accuracy: 0.843750
[76: 200/307] train loss: 0.619624 accuracy: 0.781250
[76: 300/307] train loss: 0.299939 accuracy: 0.937500
[77: 100/307] train loss: 0.327937 accuracy: 0.875000
[77: 200/307] train loss: 0.305236 accuracy: 0.937500
[77: 300/307] train loss: 0.308999 accuracy: 0.906250
[78: 100/307] train loss: 0.324916 accuracy: 0.906250
[78: 200/307] train loss: 0.369834 accuracy: 0.906250
[78: 300/307] train loss: 0.292013 accuracy: 0.875000
[79: 100/307] train loss: 0.235534 accuracy: 0.968750
[79: 200/307] train loss: 0.316022 accuracy: 0.875000
[79: 300/307] train loss: 0.512149 accuracy: 0.937500
[80: 100/307] train loss: 0.360436 accuracy: 0.781250
[80: 200/307] train loss: 0.356172 accuracy: 0.843750
[80: 300/307] train loss: 0.400519 accuracy: 0.843750
[81: 100/307] train loss: 0.536553 accuracy: 0.875000
[81: 200/307] train loss: 0.292359 accuracy: 0.906250
[81: 300/307] train loss: 0.224511 accuracy: 0.906250
[81: ] [94mtest[0m loss: 0.917913 accuracy: 0.775527
[82: 100/307] train loss: 0.283390 accuracy: 0.937500
[82: 200/307] train loss: 0.192054 accuracy: 0.937500
[82: 300/307] train loss: 0.412451 accuracy: 0.812500
[83: 100/307] train loss: 0.660391 accuracy: 0.781250
[83: 200/307] train loss: 0.239488 accuracy: 0.937500
[83: 300/307] train loss: 0.427184 accuracy: 0.875000
[84: 100/307] train loss: 0.147350 accuracy: 0.937500
[84: 200/307] train loss: 0.172107 accuracy: 0.968750
[84: 300/307] train loss: 0.538031 accuracy: 0.875000
[85: 100/307] train loss: 0.340748 accuracy: 0.875000
[85: 200/307] train loss: 0.261488 accuracy: 0.875000
[85: 300/307] train loss: 0.459637 accuracy: 0.843750
[86: 100/307] train loss: 0.158257 accuracy: 1.000000
[86: 200/307] train loss: 0.277511 accuracy: 0.968750
[86: 300/307] train loss: 0.429562 accuracy: 0.812500
[87: 100/307] train loss: 0.160436 accuracy: 0.937500
[87: 200/307] train loss: 0.463473 accuracy: 0.843750
[87: 300/307] train loss: 0.593249 accuracy: 0.843750
[88: 100/307] train loss: 0.340190 accuracy: 0.843750
[88: 200/307] train loss: 0.464914 accuracy: 0.843750
[88: 300/307] train loss: 0.127100 accuracy: 0.968750
[89: 100/307] train loss: 0.288501 accuracy: 0.906250
[89: 200/307] train loss: 0.283224 accuracy: 0.906250
[89: 300/307] train loss: 0.294109 accuracy: 0.906250
[90: 100/307] train loss: 0.131214 accuracy: 1.000000
[90: 200/307] train loss: 0.441279 accuracy: 0.875000
[90: 300/307] train loss: 0.231295 accuracy: 0.937500
[90: ] [94mtest[0m loss: 0.028877 accuracy: 0.777958
[91: 100/307] train loss: 0.535522 accuracy: 0.843750
[91: 200/307] train loss: 0.467019 accuracy: 0.875000
[91: 300/307] train loss: 0.322568 accuracy: 0.875000
[92: 100/307] train loss: 0.302181 accuracy: 0.968750
[92: 200/307] train loss: 0.343405 accuracy: 0.875000
[92: 300/307] train loss: 0.358582 accuracy: 0.906250
[93: 100/307] train loss: 0.407248 accuracy: 0.906250
[93: 200/307] train loss: 0.482687 accuracy: 0.843750
[93: 300/307] train loss: 0.447146 accuracy: 0.812500
[94: 100/307] train loss: 0.285770 accuracy: 0.875000
[94: 200/307] train loss: 0.180489 accuracy: 0.937500
[94: 300/307] train loss: 0.378690 accuracy: 0.875000
[95: 100/307] train loss: 0.207146 accuracy: 0.906250
[95: 200/307] train loss: 0.203460 accuracy: 0.937500
[95: 300/307] train loss: 0.384071 accuracy: 0.812500
[96: 100/307] train loss: 0.104133 accuracy: 0.968750
[96: 200/307] train loss: 0.473955 accuracy: 0.812500
[96: 300/307] train loss: 0.287097 accuracy: 0.906250
[97: 100/307] train loss: 0.254218 accuracy: 0.906250
[97: 200/307] train loss: 0.313335 accuracy: 0.906250
[97: 300/307] train loss: 0.146789 accuracy: 0.937500
[98: 100/307] train loss: 0.201898 accuracy: 0.937500
[98: 200/307] train loss: 0.319329 accuracy: 0.906250
[98: 300/307] train loss: 0.294156 accuracy: 0.906250
[99: 100/307] train loss: 0.346304 accuracy: 0.875000
[99: 200/307] train loss: 0.238579 accuracy: 0.906250
[99: 300/307] train loss: 0.432011 accuracy: 0.843750
[99: ] [94mtest[0m loss: 0.177478 accuracy: 0.778768
[100: 100/307] train loss: 0.467634 accuracy: 0.843750
[100: 200/307] train loss: 0.277297 accuracy: 0.906250
[100: 300/307] train loss: 0.193055 accuracy: 0.968750
[101: 100/307] train loss: 0.247762 accuracy: 0.937500
[101: 200/307] train loss: 0.465607 accuracy: 0.812500
[101: 300/307] train loss: 0.361494 accuracy: 0.812500
[102: 100/307] train loss: 0.243923 accuracy: 0.906250
[102: 200/307] train loss: 0.359990 accuracy: 0.906250
[102: 300/307] train loss: 0.249112 accuracy: 0.906250
[103: 100/307] train loss: 0.242394 accuracy: 0.968750
[103: 200/307] train loss: 0.327872 accuracy: 0.937500
[103: 300/307] train loss: 0.205601 accuracy: 0.937500
[104: 100/307] train loss: 0.515211 accuracy: 0.812500
[104: 200/307] train loss: 0.362067 accuracy: 0.875000
[104: 300/307] train loss: 0.497920 accuracy: 0.812500
[105: 100/307] train loss: 0.180830 accuracy: 0.937500
[105: 200/307] train loss: 0.385995 accuracy: 0.843750
[105: 300/307] train loss: 0.468412 accuracy: 0.875000
[106: 100/307] train loss: 0.324434 accuracy: 0.906250
[106: 200/307] train loss: 0.470706 accuracy: 0.812500
[106: 300/307] train loss: 0.192132 accuracy: 0.937500
[107: 100/307] train loss: 0.209013 accuracy: 0.906250
[107: 200/307] train loss: 0.244674 accuracy: 0.906250
[107: 300/307] train loss: 0.147207 accuracy: 0.937500
[108: 100/307] train loss: 0.266788 accuracy: 0.906250
[108: 200/307] train loss: 0.547080 accuracy: 0.812500
[108: 300/307] train loss: 0.178759 accuracy: 0.937500
[108: ] [94mtest[0m loss: 0.865043 accuracy: 0.780794
[109: 100/307] train loss: 0.615067 accuracy: 0.750000
[109: 200/307] train loss: 0.356535 accuracy: 0.906250
[109: 300/307] train loss: 0.263334 accuracy: 0.968750
[110: 100/307] train loss: 0.306643 accuracy: 0.906250
[110: 200/307] train loss: 0.309943 accuracy: 0.906250
[110: 300/307] train loss: 0.160731 accuracy: 0.968750
[111: 100/307] train loss: 0.399647 accuracy: 0.875000
[111: 200/307] train loss: 0.139547 accuracy: 0.937500
[111: 300/307] train loss: 0.334770 accuracy: 0.937500
[112: 100/307] train loss: 0.134484 accuracy: 0.968750
[112: 200/307] train loss: 0.123056 accuracy: 0.968750
[112: 300/307] train loss: 0.278482 accuracy: 0.906250
[113: 100/307] train loss: 0.607746 accuracy: 0.812500
[113: 200/307] train loss: 0.200521 accuracy: 0.875000
[113: 300/307] train loss: 0.263456 accuracy: 0.937500
[114: 100/307] train loss: 0.251389 accuracy: 0.906250
[114: 200/307] train loss: 0.228958 accuracy: 0.906250
[114: 300/307] train loss: 0.542265 accuracy: 0.875000
[115: 100/307] train loss: 0.454746 accuracy: 0.937500
[115: 200/307] train loss: 0.518052 accuracy: 0.812500
[115: 300/307] train loss: 0.371241 accuracy: 0.875000
[116: 100/307] train loss: 0.326989 accuracy: 0.875000
[116: 200/307] train loss: 0.157602 accuracy: 0.968750
[116: 300/307] train loss: 0.208330 accuracy: 0.937500
[117: 100/307] train loss: 0.357385 accuracy: 0.937500
[117: 200/307] train loss: 0.290775 accuracy: 0.937500
[117: 300/307] train loss: 0.157403 accuracy: 0.968750
[117: ] [94mtest[0m loss: 0.024037 accuracy: 0.783225
[118: 100/307] train loss: 0.307216 accuracy: 0.875000
[118: 200/307] train loss: 0.169607 accuracy: 0.968750
[118: 300/307] train loss: 0.357442 accuracy: 0.937500
[119: 100/307] train loss: 0.502257 accuracy: 0.843750
[119: 200/307] train loss: 0.331005 accuracy: 0.906250
[119: 300/307] train loss: 0.132607 accuracy: 0.937500
[120: 100/307] train loss: 0.172828 accuracy: 0.937500
[120: 200/307] train loss: 0.538696 accuracy: 0.843750
[120: 300/307] train loss: 0.282249 accuracy: 0.906250
[121: 100/307] train loss: 0.269031 accuracy: 0.937500
[121: 200/307] train loss: 0.236713 accuracy: 0.875000
[121: 300/307] train loss: 0.336107 accuracy: 0.906250
[122: 100/307] train loss: 0.225707 accuracy: 0.875000
[122: 200/307] train loss: 0.296090 accuracy: 0.875000
